"","ID","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","PredictedMonthlyIncome"
"119",1075,56,"No","Travel_Rarely",1443,"Sales",11,5,"Marketing",1,1935,4,"Female",89,2,2,"Sales Executive",1,"Married",20328,4,"Y","No",16,3,3,80,1,6,3,3,0,0,0,0,5902.78003099455
"120",1076,46,"No","Travel_Rarely",1402,"Sales",2,3,"Marketing",1,1204,3,"Female",69,3,4,"Manager",1,"Married",24097,8,"Y","No",23,4,1,80,0,28,2,3,26,15,15,9,14064.0590687262
"121",1077,53,"No","Travel_Rarely",1282,"Research & Development",5,3,"Other",1,32,3,"Female",58,3,5,"Manager",3,"Divorced",10735,4,"Y","No",11,3,4,80,1,26,3,2,14,13,4,8,18388.9425872321
"122",1078,31,"No","Travel_Rarely",311,"Research & Development",20,3,"Life Sciences",1,1881,2,"Male",89,3,2,"Laboratory Technician",3,"Divorced",18624,1,"Y","No",11,3,1,80,1,10,2,3,10,8,0,2,6259.00035681616
"123",1079,36,"No","Travel_Rarely",506,"Research & Development",3,3,"Technical Degree",1,397,3,"Male",30,3,2,"Research Scientist",2,"Single",26285,4,"Y","No",12,3,4,80,0,10,2,3,8,0,7,7,6499.75550844535
"124",891,40,"No","Travel_Rarely",523,"Research & Development",2,3,"Life Sciences",1,1346,3,"Male",98,3,2,"Research Scientist",4,"Single",22455,1,"Y","No",13,3,3,80,0,9,4,3,9,8,8,8,6399.16087504721
"125",1080,42,"No","Travel_Frequently",532,"Research & Development",29,2,"Life Sciences",1,547,1,"Female",92,3,2,"Research Scientist",3,"Divorced",12932,2,"Y","No",11,3,2,80,1,19,3,3,5,4,0,2,6932.49457519675
"126",1081,40,"No","Travel_Rarely",1322,"Research & Development",2,4,"Life Sciences",1,2048,3,"Male",52,2,1,"Research Scientist",3,"Single",2725,2,"Y","No",14,3,4,80,0,8,2,3,2,2,2,2,2894.75370906791
"127",1082,35,"No","Travel_Rarely",287,"Research & Development",1,4,"Life Sciences",1,2052,3,"Female",62,1,1,"Research Scientist",4,"Married",8952,1,"Y","No",12,3,4,80,1,4,5,3,4,3,1,1,2724.16693257212
"128",1083,23,"Yes","Travel_Frequently",638,"Sales",9,3,"Marketing",1,2023,4,"Male",33,3,1,"Sales Representative",1,"Married",26956,1,"Y","No",19,3,1,80,1,1,3,2,1,0,1,0,1760.93687949368
"129",1084,35,"No","Travel_Rarely",619,"Sales",1,3,"Marketing",1,600,2,"Male",85,3,2,"Sales Executive",3,"Married",18659,9,"Y","No",11,3,3,80,0,15,2,3,11,9,6,9,6221.00717559277
"130",1085,38,"No","Travel_Frequently",216,"Research & Development",23,3,"Life Sciences",1,12,4,"Male",44,2,3,"Manufacturing Director",3,"Single",8787,0,"Y","No",21,4,2,80,0,10,2,3,9,7,1,8,9511.06351045799
"131",1086,40,"No","Travel_Frequently",580,"Sales",5,4,"Life Sciences",1,729,4,"Male",48,2,3,"Sales Executive",1,"Married",23772,5,"Y","Yes",21,4,3,80,1,20,2,3,18,13,1,12,9730.17157376336
"132",1087,31,"No","Travel_Rarely",1003,"Sales",5,3,"Technical Degree",1,1749,1,"Male",51,3,2,"Sales Executive",3,"Married",20943,1,"Y","No",19,3,3,80,1,6,3,3,5,2,0,2,6089.31168051947
"133",1088,38,"No","Travel_Rarely",268,"Research & Development",2,5,"Medical",1,773,4,"Male",92,3,1,"Research Scientist",3,"Married",20471,6,"Y","Yes",13,3,2,80,1,6,0,1,1,0,0,1,2756.68156877833
"134",1089,31,"No","Travel_Rarely",691,"Research & Development",5,4,"Technical Degree",1,423,3,"Male",86,3,1,"Research Scientist",4,"Married",10077,0,"Y","Yes",12,3,3,80,1,6,4,3,5,2,0,3,2686.10181652858
"135",892,30,"No","Travel_Rarely",1288,"Sales",29,4,"Technical Degree",1,1568,3,"Male",33,3,3,"Sales Executive",2,"Married",17799,3,"Y","No",12,3,2,80,1,9,3,3,4,2,1,3,9539.8729148196
"136",1090,27,"No","Travel_Rarely",205,"Sales",10,3,"Marketing",1,1403,4,"Female",98,2,2,"Sales Executive",4,"Married",7100,1,"Y","Yes",11,3,4,80,0,6,3,3,6,2,4,4,5700.22176894727
"137",1091,29,"No","Travel_Rarely",144,"Sales",10,1,"Marketing",1,463,4,"Female",39,2,2,"Sales Executive",2,"Divorced",11866,1,"Y","Yes",14,3,1,80,2,7,2,3,7,7,1,7,5598.25814029813
"138",1092,36,"No","Non-Travel",301,"Sales",15,4,"Marketing",1,2036,4,"Male",88,1,2,"Sales Executive",4,"Divorced",10436,1,"Y","No",24,4,1,80,1,15,4,2,15,12,11,11,5401.53904848868
"139",1093,37,"No","Travel_Frequently",663,"Research & Development",11,3,"Other",1,306,2,"Male",47,3,3,"Research Director",4,"Divorced",10056,1,"Y","Yes",14,3,3,80,3,10,1,3,10,8,0,7,9952.27107478457
"140",1094,40,"No","Travel_Rarely",107,"Sales",10,3,"Technical Degree",1,1239,2,"Female",84,2,2,"Sales Executive",2,"Divorced",11591,7,"Y","No",12,3,2,80,1,7,2,4,5,1,1,3,5960.07148200664
"141",1095,25,"No","Non-Travel",675,"Research & Development",5,2,"Life Sciences",1,369,2,"Male",85,4,2,"Healthcare Representative",1,"Divorced",18384,1,"Y","No",12,3,4,80,2,6,2,3,6,3,1,5,5463.66553649171
"142",1096,37,"No","Travel_Rarely",446,"Research & Development",1,4,"Life Sciences",1,635,2,"Female",65,3,2,"Manufacturing Director",2,"Married",15701,6,"Y","No",12,3,2,80,1,8,2,2,6,5,4,3,6506.85828245181
"143",1097,37,"No","Travel_Rarely",1017,"Research & Development",1,2,"Medical",1,340,3,"Female",83,2,1,"Research Scientist",1,"Married",18697,2,"Y","No",14,3,1,80,1,17,2,2,3,1,0,2,3439.14763209225
"144",1098,30,"Yes","Travel_Frequently",600,"Human Resources",8,3,"Human Resources",1,1747,3,"Female",66,2,1,"Human Resources",4,"Divorced",9732,6,"Y","No",11,3,3,80,1,6,0,2,4,2,1,2,2696.36699250761
"145",1099,32,"No","Travel_Rarely",1062,"Research & Development",2,3,"Medical",1,471,3,"Female",75,3,1,"Laboratory Technician",2,"Married",3956,1,"Y","No",13,3,3,80,1,8,4,3,8,0,0,7,2251.45596645264
"146",893,46,"Yes","Travel_Rarely",669,"Sales",9,2,"Medical",1,118,3,"Male",64,2,3,"Sales Executive",4,"Single",13596,1,"Y","No",16,3,4,80,0,9,3,3,9,8,4,7,9569.72341779179
"147",1100,37,"Yes","Travel_Rarely",370,"Research & Development",10,4,"Medical",1,1809,4,"Male",58,3,2,"Manufacturing Director",1,"Single",4992,1,"Y","No",15,3,2,80,0,10,4,1,10,3,0,8,6099.51719895672
"148",1101,40,"No","Travel_Rarely",989,"Research & Development",4,1,"Medical",1,253,4,"Female",46,3,5,"Manager",3,"Married",6499,1,"Y","No",14,3,2,80,1,21,2,3,20,8,9,9,17978.3200417976
"149",1102,40,"No","Travel_Rarely",759,"Sales",2,2,"Marketing",1,516,4,"Female",46,3,2,"Sales Executive",2,"Divorced",22553,7,"Y","No",12,3,3,80,2,8,5,3,5,4,1,3,5970.03386280752
"150",1103,38,"No","Non-Travel",1327,"Sales",2,2,"Life Sciences",1,361,4,"Male",39,2,2,"Sales Executive",4,"Married",19682,3,"Y","No",18,3,4,80,1,13,0,3,8,7,7,5,5764.48282922133
"151",1104,53,"No","Travel_Rarely",661,"Sales",7,2,"Marketing",1,862,1,"Female",78,2,3,"Sales Executive",4,"Married",20715,7,"Y","Yes",18,3,4,80,1,35,3,3,5,2,0,4,11439.6598146468
"152",1105,36,"No","Travel_Rarely",188,"Research & Development",7,4,"Other",1,949,2,"Male",65,3,1,"Research Scientist",4,"Single",23293,2,"Y","No",18,3,3,80,0,8,6,3,6,2,0,1,2960.80260302339
"153",1106,29,"No","Travel_Frequently",490,"Research & Development",10,3,"Life Sciences",1,1143,4,"Female",61,3,1,"Research Scientist",2,"Divorced",17940,0,"Y","No",14,3,4,80,2,8,2,2,7,5,1,1,2580.18275640742
"154",1107,27,"No","Travel_Rarely",1103,"Research & Development",14,3,"Life Sciences",1,1244,1,"Male",42,3,1,"Research Scientist",1,"Married",14377,1,"Y","Yes",14,3,4,80,2,9,3,2,9,7,6,8,2631.93590991203
"155",1108,44,"No","Travel_Rarely",1112,"Human Resources",1,4,"Life Sciences",1,665,1,"Female",50,2,2,"Human Resources",3,"Single",26894,4,"Y","No",11,3,2,80,0,10,1,4,2,2,0,2,7129.89491388019
"156",1109,27,"No","Travel_Frequently",1242,"Sales",20,3,"Life Sciences",1,293,4,"Female",90,3,2,"Sales Executive",3,"Single",12916,1,"Y","No",14,3,4,80,0,7,2,3,7,7,0,7,5279.03705122992
"157",894,27,"No","Travel_Frequently",1410,"Sales",3,1,"Medical",1,714,4,"Female",71,4,2,"Sales Executive",4,"Divorced",16673,1,"Y","Yes",20,4,2,80,2,6,3,3,6,5,0,4,5588.94536437016
"158",1110,35,"No","Travel_Rarely",682,"Sales",18,4,"Medical",1,1945,2,"Male",71,3,2,"Sales Executive",1,"Married",15975,0,"Y","No",16,3,4,80,1,6,2,1,5,3,0,4,5749.38848623085
"159",1111,35,"No","Non-Travel",208,"Research & Development",8,4,"Life Sciences",1,1630,3,"Female",52,3,2,"Healthcare Representative",3,"Married",12250,1,"Y","No",12,3,4,80,1,15,5,3,14,11,2,9,5670.82947644933
"160",1112,59,"No","Travel_Rarely",1089,"Sales",1,2,"Technical Degree",1,1048,2,"Male",66,3,3,"Manager",4,"Married",11038,3,"Y","Yes",14,3,3,80,1,14,1,1,6,4,0,4,9823.01961203373
"161",1113,33,"Yes","Travel_Rarely",1277,"Research & Development",15,1,"Medical",1,582,2,"Male",56,3,3,"Manager",3,"Married",24619,7,"Y","Yes",12,3,4,80,0,15,2,4,7,6,7,7,10208.4841582136
"162",1114,50,"Yes","Travel_Frequently",562,"Sales",8,2,"Technical Degree",1,723,2,"Male",50,3,2,"Sales Executive",3,"Married",23452,3,"Y","Yes",14,3,1,80,1,18,4,3,4,3,1,3,6438.05495503769
"163",1115,47,"No","Travel_Rarely",1180,"Research & Development",25,3,"Medical",1,1993,1,"Male",84,3,3,"Healthcare Representative",3,"Single",13084,2,"Y","No",23,4,2,80,0,25,3,3,17,14,12,11,10255.068555259
"164",1116,27,"No","Travel_Frequently",1131,"Research & Development",15,3,"Life Sciences",1,1870,4,"Female",77,2,1,"Research Scientist",1,"Married",23844,0,"Y","No",19,3,4,80,1,8,2,2,7,6,7,3,2411.62740393077
"165",1117,37,"No","Travel_Rarely",1305,"Research & Development",10,4,"Life Sciences",1,518,3,"Male",49,3,2,"Manufacturing Director",2,"Single",21123,2,"Y","Yes",12,3,4,80,0,18,2,2,1,0,0,1,7021.94453237599
"166",1118,28,"No","Non-Travel",1476,"Research & Development",1,3,"Life Sciences",1,1315,3,"Female",55,1,2,"Laboratory Technician",4,"Married",16392,0,"Y","No",11,3,1,80,3,10,6,3,9,8,7,5,5863.00350255074
"167",1119,58,"No","Travel_Rarely",1272,"Research & Development",5,3,"Technical Degree",1,940,3,"Female",37,2,3,"Healthcare Representative",2,"Divorced",9255,2,"Y","Yes",13,3,4,80,1,24,3,3,6,0,0,4,10669.4402521062
"168",895,49,"No","Travel_Rarely",1490,"Research & Development",7,4,"Life Sciences",1,1484,3,"Male",35,3,3,"Healthcare Representative",2,"Divorced",20948,3,"Y","No",14,3,2,80,2,29,3,3,8,7,0,7,10779.5289352665
"169",1120,34,"No","Travel_Rarely",204,"Sales",14,3,"Technical Degree",1,666,3,"Female",31,3,1,"Sales Representative",3,"Divorced",2912,1,"Y","Yes",18,3,4,80,2,8,3,3,8,2,0,6,2061.90711742171
"170",1121,50,"Yes","Travel_Rarely",410,"Sales",28,3,"Marketing",1,2055,4,"Male",39,2,3,"Sales Executive",1,"Divorced",16586,4,"Y","Yes",13,3,2,80,1,20,3,3,3,2,2,0,10290.1062410479
"171",1122,48,"No","Non-Travel",1262,"Research & Development",1,4,"Medical",1,1116,1,"Male",35,4,4,"Manager",4,"Single",16154,2,"Y","No",22,4,3,80,0,27,3,2,5,4,2,1,14858.6410206006
"172",1123,31,"No","Travel_Frequently",1125,"Research & Development",1,3,"Life Sciences",1,1956,4,"Male",48,1,2,"Research Scientist",1,"Married",5771,1,"Y","No",21,4,2,80,0,10,6,3,10,8,8,7,6253.80738284881
"173",1124,45,"No","Non-Travel",1195,"Research & Development",2,2,"Medical",1,264,1,"Male",65,2,4,"Manager",4,"Married",20462,9,"Y","No",23,4,4,80,1,22,1,3,20,8,11,8,14174.8804608691
"174",1125,34,"No","Travel_Rarely",1320,"Research & Development",20,3,"Technical Degree",1,1265,3,"Female",89,4,1,"Research Scientist",3,"Married",21643,0,"Y","No",17,3,4,80,0,2,5,2,1,0,0,0,2427.19754696159
"175",1126,19,"Yes","Travel_Frequently",602,"Sales",1,1,"Technical Degree",1,235,3,"Female",100,1,1,"Sales Representative",1,"Single",20989,0,"Y","No",21,4,1,80,0,1,5,4,0,0,0,0,1932.30472130566
"176",1127,24,"Yes","Travel_Frequently",1287,"Research & Development",7,3,"Life Sciences",1,647,1,"Female",55,3,1,"Laboratory Technician",3,"Married",14168,1,"Y","Yes",16,3,4,80,1,6,4,3,6,3,1,2,2290.64779982279
"177",1128,52,"No","Travel_Rarely",1325,"Research & Development",11,4,"Life Sciences",1,813,4,"Female",82,3,2,"Laboratory Technician",3,"Married",21821,8,"Y","No",20,4,2,80,1,9,3,3,5,2,1,4,6055.54143055656
"178",1129,41,"No","Travel_Rarely",334,"Sales",2,4,"Life Sciences",1,410,4,"Male",88,3,4,"Manager",2,"Single",15896,1,"Y","No",19,3,2,80,0,22,2,3,22,10,0,4,13904.2608384102
"179",896,46,"No","Travel_Rarely",706,"Research & Development",2,2,"Life Sciences",1,1857,4,"Male",82,3,3,"Manufacturing Director",4,"Divorced",19989,3,"Y","No",14,3,3,80,1,12,4,2,9,8,4,7,10136.792814179
"180",1130,22,"No","Travel_Rarely",217,"Research & Development",8,1,"Life Sciences",1,1019,2,"Male",94,1,1,"Laboratory Technician",1,"Married",6881,1,"Y","No",15,3,1,80,1,4,3,2,4,3,1,1,2337.24430569541
"181",1131,31,"No","Travel_Frequently",1327,"Research & Development",3,4,"Medical",1,337,2,"Male",73,3,3,"Research Director",3,"Divorced",13523,9,"Y","No",12,3,1,80,1,9,3,3,2,2,2,2,10259.4861767029
"182",1132,39,"No","Travel_Rarely",412,"Research & Development",13,4,"Medical",1,1307,3,"Female",94,2,4,"Manager",2,"Divorced",17334,6,"Y","Yes",13,3,4,80,2,21,4,3,19,9,15,2,14550.1627068015
"183",1133,42,"No","Travel_Rarely",622,"Research & Development",2,4,"Life Sciences",1,659,3,"Female",81,3,2,"Healthcare Representative",4,"Married",5718,1,"Y","No",13,3,2,80,2,10,4,3,10,2,2,2,6218.26062950995
"184",1134,38,"No","Travel_Frequently",148,"Research & Development",2,3,"Medical",1,1675,4,"Female",42,2,1,"Laboratory Technician",2,"Single",23826,1,"Y","No",22,4,2,80,0,4,3,3,4,3,3,3,1959.31767030135
"185",1135,32,"Yes","Travel_Rarely",1033,"Research & Development",9,3,"Medical",1,190,1,"Female",41,3,1,"Laboratory Technician",1,"Single",10224,7,"Y","No",22,4,1,80,0,10,2,4,5,4,0,4,2592.20564690292
"186",1136,26,"No","Travel_Rarely",192,"Research & Development",1,2,"Medical",1,1083,1,"Male",59,2,1,"Laboratory Technician",1,"Married",11141,1,"Y","No",16,3,1,80,2,6,2,3,5,3,1,3,2507.2431522564
"187",1137,37,"No","Travel_Rarely",921,"Research & Development",10,3,"Medical",1,486,3,"Female",98,3,1,"Laboratory Technician",1,"Married",17663,6,"Y","No",20,4,2,80,1,17,3,3,5,4,0,3,2900.55182941079
"188",1138,41,"No","Travel_Frequently",1018,"Sales",1,3,"Marketing",1,1349,3,"Female",66,3,2,"Sales Executive",1,"Divorced",4297,0,"Y","No",17,3,4,80,1,10,2,3,9,3,1,7,5762.3446302013
"189",1139,38,"No","Travel_Rarely",119,"Sales",3,3,"Life Sciences",1,307,1,"Male",76,3,3,"Sales Executive",3,"Divorced",9647,0,"Y","No",12,3,3,80,2,17,6,2,16,10,5,13,9940.98602998242
"190",897,33,"Yes","Travel_Rarely",211,"Sales",16,3,"Life Sciences",1,1758,1,"Female",74,3,3,"Sales Executive",1,"Single",10092,2,"Y","Yes",20,4,3,80,0,11,2,2,0,0,0,0,10125.2634005535
"191",1140,43,"No","Travel_Rarely",1291,"Research & Development",15,2,"Life Sciences",1,1666,3,"Male",65,2,4,"Research Director",3,"Married",3525,1,"Y","No",24,4,1,80,1,14,3,3,14,10,6,11,13815.9216918441
"192",1141,31,"No","Travel_Rarely",1463,"Research & Development",23,3,"Medical",1,367,2,"Male",64,2,2,"Healthcare Representative",4,"Married",14408,0,"Y","No",21,4,2,80,1,10,2,3,9,0,7,8,5712.71385019344
"193",1142,42,"No","Travel_Rarely",691,"Sales",8,4,"Marketing",1,35,3,"Male",48,3,2,"Sales Executive",2,"Married",21173,0,"Y","No",11,3,4,80,1,10,2,3,9,7,4,2,6142.10891266773
"194",1143,48,"No","Travel_Rarely",1355,"Research & Development",4,4,"Life Sciences",1,1024,3,"Male",78,2,3,"Healthcare Representative",3,"Single",22245,7,"Y","No",14,3,2,80,0,27,3,3,15,11,4,8,10644.2692843123
"195",1144,28,"No","Travel_Rarely",821,"Sales",5,4,"Medical",1,916,1,"Male",98,3,2,"Sales Executive",4,"Single",24252,1,"Y","No",14,3,2,80,0,4,3,3,4,2,0,2,5971.05348435055
"196",1145,44,"No","Travel_Frequently",602,"Human Resources",1,5,"Human Resources",1,1642,1,"Male",37,3,2,"Human Resources",4,"Married",10503,4,"Y","Yes",11,3,3,80,0,14,3,3,10,7,0,2,7169.51061979165
"197",1146,45,"No","Travel_Rarely",374,"Sales",20,3,"Life Sciences",1,2046,4,"Female",50,3,2,"Sales Executive",3,"Single",23333,8,"Y","No",15,3,3,80,0,8,3,3,5,3,0,1,5857.25228920796
"198",1147,34,"No","Travel_Rarely",628,"Research & Development",8,3,"Medical",1,2068,2,"Male",82,4,2,"Laboratory Technician",3,"Married",10228,2,"Y","No",12,3,1,80,0,6,3,4,4,3,1,2,6169.2684476485
"199",1148,31,"No","Travel_Rarely",471,"Research & Development",4,3,"Medical",1,1916,1,"Female",62,4,1,"Laboratory Technician",3,"Divorced",16031,8,"Y","No",12,3,2,80,1,4,0,2,2,2,2,2,2405.9864108728
"200",1149,29,"No","Travel_Rarely",1010,"Research & Development",1,3,"Life Sciences",1,1249,1,"Female",97,3,1,"Research Scientist",4,"Divorced",5598,1,"Y","No",15,3,1,80,3,3,5,3,3,2,1,2,2758.36329830683
"201",898,42,"No","Non-Travel",495,"Research & Development",2,1,"Life Sciences",1,1334,3,"Male",37,3,4,"Manager",3,"Married",26582,0,"Y","Yes",13,3,4,80,0,21,3,2,20,8,2,10,13861.3331722318
"202",1150,30,"No","Travel_Rarely",288,"Research & Development",2,3,"Life Sciences",1,117,3,"Male",99,2,2,"Healthcare Representative",4,"Married",15830,1,"Y","No",19,3,1,80,3,11,3,3,11,10,10,8,5955.20427412721
"203",1151,38,"No","Travel_Frequently",693,"Research & Development",7,3,"Life Sciences",1,1382,4,"Male",57,4,1,"Research Scientist",3,"Divorced",15748,1,"Y","No",11,3,4,80,3,4,2,3,4,2,0,3,2272.96733370639
"204",1152,27,"No","Travel_Frequently",793,"Sales",2,1,"Life Sciences",1,1371,4,"Male",43,1,2,"Sales Executive",4,"Single",20392,3,"Y","No",20,4,2,80,0,8,3,3,6,2,0,0,5934.22590311473
"205",1153,54,"No","Travel_Frequently",928,"Research & Development",20,4,"Life Sciences",1,450,4,"Female",31,3,2,"Research Scientist",3,"Single",16885,3,"Y","No",12,3,4,80,0,20,4,2,4,3,0,3,6827.47990098543
"206",1154,28,"Yes","Travel_Rarely",1485,"Research & Development",12,1,"Life Sciences",1,1175,3,"Female",79,3,1,"Laboratory Technician",4,"Married",22955,1,"Y","Yes",11,3,4,80,0,1,4,2,1,1,0,0,2091.11490626465
"207",1155,49,"No","Travel_Rarely",470,"Research & Development",20,4,"Medical",1,170,3,"Female",96,3,2,"Manufacturing Director",1,"Married",5549,1,"Y","No",14,3,3,80,0,16,2,2,15,11,5,11,6244.39017778658
"208",1156,51,"No","Travel_Rarely",313,"Research & Development",3,3,"Medical",1,258,4,"Female",98,3,4,"Healthcare Representative",2,"Single",7192,3,"Y","No",18,3,3,80,0,21,6,3,7,7,1,0,14425.2593423561
"209",1157,29,"Yes","Travel_Rarely",341,"Sales",1,3,"Medical",1,896,2,"Female",48,2,1,"Sales Representative",3,"Divorced",23522,6,"Y","Yes",19,3,3,80,3,5,3,3,3,2,0,2,2331.83816861268
"210",1158,36,"No","Travel_Rarely",430,"Research & Development",2,4,"Other",1,1847,4,"Female",73,3,2,"Research Scientist",2,"Married",19573,4,"Y","Yes",22,4,4,80,1,15,2,3,1,0,0,0,7110.00454847838
"211",1159,27,"No","Travel_Rarely",199,"Research & Development",6,3,"Life Sciences",1,1162,4,"Male",55,2,1,"Research Scientist",3,"Married",7950,1,"Y","No",13,3,3,80,1,4,0,3,4,2,2,2,2535.79763597482
"212",899,34,"No","Travel_Rarely",507,"Sales",15,2,"Medical",1,1356,3,"Female",66,3,2,"Sales Executive",1,"Single",23553,1,"Y","No",12,3,4,80,0,10,6,4,10,8,9,6,5841.69432850699
"213",1160,36,"No","Travel_Rarely",216,"Research & Development",6,2,"Medical",1,178,2,"Male",84,3,2,"Manufacturing Director",2,"Divorced",2819,6,"Y","No",20,4,4,80,2,7,0,3,3,2,0,1,6493.96413420217
"214",1161,44,"Yes","Travel_Rarely",1097,"Research & Development",10,4,"Life Sciences",1,1200,3,"Male",96,3,1,"Research Scientist",3,"Single",10826,1,"Y","Yes",11,3,3,80,0,6,4,3,6,4,0,2,2678.63919078553
"215",1162,38,"No","Travel_Rarely",168,"Research & Development",1,3,"Life Sciences",1,743,3,"Female",81,3,3,"Manufacturing Director",3,"Single",15397,4,"Y","Yes",14,3,4,80,0,10,4,4,1,0,0,0,10480.1612070178
"216",1163,29,"No","Travel_Frequently",574,"Research & Development",20,1,"Medical",1,1852,4,"Male",40,3,1,"Laboratory Technician",4,"Married",7003,1,"Y","No",13,3,2,80,0,11,3,4,11,8,3,10,1777.16160309224
"217",1164,37,"No","Travel_Rarely",799,"Research & Development",1,3,"Technical Degree",1,623,2,"Female",59,3,3,"Manufacturing Director",4,"Single",23848,4,"Y","No",17,3,4,80,0,12,3,4,6,5,1,2,10564.5357717296
"218",1165,26,"Yes","Travel_Frequently",887,"Research & Development",5,2,"Medical",1,848,3,"Female",88,2,1,"Research Scientist",3,"Married",20898,1,"Y","Yes",14,3,1,80,1,8,2,3,8,7,1,7,2392.66902395965
"219",1166,32,"No","Travel_Frequently",116,"Research & Development",13,3,"Other",1,1234,3,"Female",77,2,1,"Laboratory Technician",2,"Married",7331,1,"Y","No",20,4,3,80,1,2,2,3,2,2,2,2,1833.71612650281
"220",1167,40,"No","Travel_Rarely",1492,"Research & Development",20,4,"Technical Degree",1,1092,1,"Male",61,3,3,"Healthcare Representative",4,"Married",26542,4,"Y","No",20,4,4,80,1,14,6,3,11,10,11,1,10202.7844334294
"221",1168,30,"No","Travel_Rarely",1082,"Sales",12,3,"Technical Degree",1,533,2,"Female",83,3,2,"Sales Executive",3,"Single",19558,0,"Y","No",11,3,2,80,0,6,6,3,5,4,4,4,5822.78072781594
"222",1169,27,"No","Travel_Rarely",798,"Research & Development",6,4,"Medical",1,655,1,"Female",66,2,1,"Research Scientist",3,"Divorced",5013,0,"Y","No",12,3,3,80,2,6,5,2,5,3,0,3,2820.89281566144
"223",873,55,"Yes","Travel_Rarely",267,"Sales",13,4,"Marketing",1,1372,1,"Male",85,4,4,"Sales Executive",3,"Single",9277,6,"Y","Yes",17,3,3,80,0,24,2,2,19,7,3,8,14268.5207131832
"224",900,36,"No","Travel_Rarely",329,"Research & Development",2,3,"Life Sciences",1,501,4,"Female",96,3,1,"Research Scientist",3,"Married",11868,4,"Y","No",13,3,2,80,1,6,3,3,2,2,2,2,2702.98399320047
"225",1170,37,"No","Travel_Rarely",290,"Research & Development",21,3,"Life Sciences",1,267,2,"Male",65,4,1,"Research Scientist",1,"Married",22977,1,"Y","Yes",12,3,1,80,1,8,3,2,8,7,1,7,2467.36858585764
"226",901,27,"No","Travel_Rarely",591,"Research & Development",2,1,"Medical",1,7,1,"Male",40,3,1,"Laboratory Technician",2,"Married",16632,9,"Y","No",12,3,4,80,1,6,3,3,2,2,2,2,2548.70868757009
"227",902,44,"No","Travel_Frequently",383,"Sales",1,5,"Marketing",1,1481,1,"Female",79,3,2,"Sales Executive",3,"Married",9282,7,"Y","No",12,3,3,80,1,11,4,2,1,0,0,0,6344.37979672786
"228",903,48,"No","Travel_Rarely",492,"Sales",16,4,"Life Sciences",1,1557,3,"Female",96,3,2,"Sales Executive",3,"Divorced",13693,8,"Y","No",14,3,3,80,1,18,2,3,8,7,7,7,6248.79749734063
"229",904,40,"No","Travel_Rarely",543,"Research & Development",1,4,"Life Sciences",1,2012,1,"Male",83,3,1,"Laboratory Technician",4,"Married",4060,8,"Y","No",19,3,3,80,2,8,3,2,1,0,0,0,2786.59407515892
"230",905,45,"No","Travel_Rarely",1234,"Sales",11,2,"Life Sciences",1,1045,4,"Female",90,3,4,"Manager",4,"Married",5404,3,"Y","No",13,3,2,80,1,26,4,4,9,3,1,1,14191.781595104
"231",906,33,"No","Travel_Frequently",970,"Sales",7,3,"Life Sciences",1,1114,4,"Female",30,3,2,"Sales Executive",2,"Married",13401,0,"Y","No",17,3,3,80,1,4,3,3,3,2,0,2,5529.15415830024
"232",907,46,"No","Travel_Frequently",638,"Research & Development",1,3,"Medical",1,124,3,"Male",40,2,3,"Healthcare Representative",1,"Married",3142,2,"Y","Yes",13,3,3,80,1,21,5,2,10,9,9,5,10290.3828569053
"233",908,37,"No","Travel_Rarely",1192,"Research & Development",5,2,"Medical",1,460,4,"Male",61,3,2,"Manufacturing Director",4,"Divorced",23177,7,"Y","No",16,3,3,80,2,8,2,2,6,2,0,4,6257.20950642017
"234",909,28,"Yes","Travel_Rarely",1434,"Research & Development",5,4,"Technical Degree",1,65,3,"Male",50,3,1,"Laboratory Technician",3,"Single",11179,1,"Y","Yes",13,3,3,80,0,2,3,2,2,2,2,2,2128.47313504265
"235",874,36,"No","Non-Travel",1351,"Research & Development",9,4,"Life Sciences",1,1949,1,"Male",66,4,1,"Laboratory Technician",2,"Married",9238,1,"Y","No",22,4,2,80,0,5,3,3,5,4,0,2,2010.15393478358
"236",910,32,"No","Travel_Rarely",827,"Research & Development",1,1,"Life Sciences",1,134,4,"Male",71,3,1,"Research Scientist",1,"Single",15178,1,"Y","No",13,3,4,80,0,1,2,3,1,0,0,0,2526.96569419808
"237",911,43,"No","Travel_Rarely",920,"Research & Development",3,3,"Life Sciences",1,1255,3,"Male",96,1,5,"Research Director",4,"Married",18625,3,"Y","No",14,3,2,80,1,25,2,3,8,7,0,7,18595.3800776169
"238",912,38,"No","Travel_Frequently",1444,"Human Resources",1,4,"Other",1,1972,4,"Male",88,3,1,"Human Resources",2,"Married",5224,0,"Y","Yes",11,3,2,80,1,7,2,3,6,2,1,2,2767.60885274282
